movie,movie_title,year,genreFirst,directorFirst
http://www.wikidata.org/entity/Q1515747,Полицейский по найму,1988,боевик,Джерри Лондон
http://www.wikidata.org/entity/Q4315738,Невеста с севера,1975,мюзикл,"Оганесян, Нерсес Гедеонович"
http://www.wikidata.org/entity/Q143901,Взгляд в прошлое,1990,кинокомедия,Франко Амурри
http://www.wikidata.org/entity/Q212387,Я вас люблю,1980,фильм-драма,Клод Берри
http://www.wikidata.org/entity/Q14949752,Большая афера,2014,кинокомедия,Дон МакКеллар
http://www.wikidata.org/entity/Q753107,Кавалькада,1933,фильм-драма,"Ллойд, Фрэнк"
http://www.wikidata.org/entity/Q501874,"О, где же ты, брат?",2000,кинокомедия,Джоэл Коэн
http://www.wikidata.org/entity/Q4163298,Дни затмения,1988,научно-фантастический фильм,Александр Сокуров
http://www.wikidata.org/entity/Q5417467,"Каждый день, кроме Рождества",1957,документальный фильм,Линдсей Андерсон
http://www.wikidata.org/entity/Q3983334,Время путешествия,1983,документальный фильм,Андрей Арсеньевич Тарковский
http://www.wikidata.org/entity/Q428617,Око дьявола,1960,фэнтезийный фильм,Ингмар Бергман
http://www.wikidata.org/entity/Q4185478,"Заложники (фильм, 1994)",1994,фильм-ограбление,Майкл Мазо
http://www.wikidata.org/entity/Q4126383,Восстание мумии,1981,фильм ужасов,Фрэнк Аграма
http://www.wikidata.org/entity/Q676513,"Знакомьтесь, Джо Блэк",1998,фэнтезийный фильм,Мартин Брест
http://www.wikidata.org/entity/Q653764,Тишина после выстрела,2000,фильм-драма,Фолькер Шлёндорф
http://www.wikidata.org/entity/Q768340,Поезд террора,1980,слэшер,"Споттисвуд, Роджер"
http://www.wikidata.org/entity/Q188845,Человек дождя,1988,бадди-муви,Барри Левинсон
http://www.wikidata.org/entity/Q188845,Человек дождя,1989,бадди-муви,Барри Левинсон
http://www.wikidata.org/entity/Q1541608,Убить миссис Тингл,1999,кинокомедия,"Уильямсон, Кевин"
http://www.wikidata.org/entity/Q4311225,Наблюдатели 3,1994,фильм ужасов,Джереми Стэнфорд
http://www.wikidata.org/entity/Q1788187,Мать слёз,2007,фэнтезийный фильм,Дарио Ардженто
http://www.wikidata.org/entity/Q3473859,Сатана ликующий,1917,трагедия,Яков Протазанов
http://www.wikidata.org/entity/Q1752897,Как Майк,2002,кинокомедия,Джон Шульц
http://www.wikidata.org/entity/Q565623,Убей своих любимых,2014,фильм о любви,Джон Крокидас
http://www.wikidata.org/entity/Q4981181,Даю год,2013,романтическая комедия,Дэн Мазер
http://www.wikidata.org/entity/Q1068029,Конвоиры,1994,кинокомедия,Деннис Хоппер
http://www.wikidata.org/entity/Q15689261,Маленький дом,2010,фильм-драма,"Ямада, Ёдзи"
http://www.wikidata.org/entity/Q1301177,Выпускной,2008,слэшер,Нельсон МакКормик
http://www.wikidata.org/entity/Q127045,Последний ужин,1995,комедийная драма,Стэйси Тайтл
http://www.wikidata.org/entity/Q267526,Покровитель,1985,кинокомедия,Джеймс Гликенхаус
http://www.wikidata.org/entity/Q924090,Операция «Арбалет»,1965,шпионский фильм,Майкл Андерсон
http://www.wikidata.org/entity/Q316225,Сталинград,1993,военный фильм,Йозеф Вильсмайер
http://www.wikidata.org/entity/Q803974,Трахни меня,2000,порнофильм,Виржини Депант
http://www.wikidata.org/entity/Q1056853,Любовное настроение,2000,фильм-драма,Вонг Карвай
http://www.wikidata.org/entity/Q544434,Сыграйте мне туманно,1971,криминальный фильм,Клинт Иствуд
http://www.wikidata.org/entity/Q1141286,Постовой на перекрёстке,1995,фильм-драма,Шон Пенн
http://www.wikidata.org/entity/Q2200056,"Суини Тодд, демон-парикмахер с Флит-стрит",1936,фильм ужасов,Джордж Кинг
http://www.wikidata.org/entity/Q485932,Остров,2000,триллер,Ким Ки Дук
http://www.wikidata.org/entity/Q264307,По версии Барни,2011,фильм-драма,Ричард Дж. Льюис
http://www.wikidata.org/entity/Q1263880,Излучины Миссури,1976,вестерн,"Пенн, Артур"
http://www.wikidata.org/entity/Q7773430,Странствующий Меченосец,1970,боевые искусства,Чжан Чэ
http://www.wikidata.org/entity/Q472361,Амистад,1997,фильм-драма,Стивен Спилберг
http://www.wikidata.org/entity/Q1263583,Барретты с Уимпоул-стрит,1934,фильм о любви,Сидни Франклин
http://www.wikidata.org/entity/Q672968,Морские волки,1980,боевик,Эндрю В. МакЛаглен
http://www.wikidata.org/entity/Q1304574,Призрак едет на Запад,1935,фэнтезийный фильм,"Клер, Рене"
http://www.wikidata.org/entity/Q1259336,Наёмники,2006,триллер,Дон Е. ФонтЛеРой
http://www.wikidata.org/entity/Q1208694,Бриллиантовые псы,2007,боевые искусства,Шимон Дотан
http://www.wikidata.org/entity/Q2618588,Хайди,2005,экранизация,Пол Маркус
http://www.wikidata.org/entity/Q1128496,Начало времён,2009,кинокомедия,Гарольд Рамис
http://www.wikidata.org/entity/Q3013775,Дэниэл Бун,1936,вестерн,Дэвид Ховард
http://www.wikidata.org/entity/Q3012226,Дакан,1997,фильм-драма,Мохамед Камара
http://www.wikidata.org/entity/Q3921672,Солнце восходит,1950,фильм-драма,Ричард Торп
http://www.wikidata.org/entity/Q680633,Лепрекон 4: В космосе,1997,фильм ужасов,Брайан Тренчард-Смит
http://www.wikidata.org/entity/Q1888524,Людские неприятности (фильм),1992,романтическая комедия,Боб Рейфелсон
http://www.wikidata.org/entity/Q2558836,Тайны Бургундского двора,1961,фильм плаща и шпаги,"Юнебель, Андре"
http://www.wikidata.org/entity/Q225885,Посвящение,2007,романтическая комедия,Джастин Теру
http://www.wikidata.org/entity/Q1066714,Его девушка Пятница,1940,фильм-драма,"Хоукс, Говард"
http://www.wikidata.org/entity/Q19800997,Флория Тоска,1981,опера,"Тихомиров, Роман Иринархович"
http://www.wikidata.org/entity/Q275187,Письма с Иводзимы,2006,фильм-драма,Клинт Иствуд
http://www.wikidata.org/entity/Q506403,Пропащие ребята,1987,кинокомедия,Джоэл Шумахер
http://www.wikidata.org/entity/Q12837667,Во имя Бога (фильм),1925,фильм-драма,"Шарифзаде, Аббас-Мирза Абдул-Расул оглы"
http://www.wikidata.org/entity/Q18405,Ночи Кабирии,1957,фильм-драма,Федерико Феллини
http://www.wikidata.org/entity/Q1544046,"Ветчина, ветчина",1992,фильм-драма,"Луна, Бигас"
http://www.wikidata.org/entity/Q1626186,Искупление,2007,фильм о любви,Джо Райт
http://www.wikidata.org/entity/Q81224,Не пойман — не вор,2006,фильм-ограбление,Спайк Ли
http://www.wikidata.org/entity/Q158759,Неизвестный,2011,боевик,Жауме Кольет-Серра
http://www.wikidata.org/entity/Q804816,Взорвите банк,1964,кинокомедия,"Жиро, Жан"
http://www.wikidata.org/entity/Q814334,"Голод (фильм, 1983)",1983,Гомоэротизм в кинo,Тони Скотт
http://www.wikidata.org/entity/Q3023357,12 лет рабства,2014,фильм-биография,"Маккуин, Стив (режиссёр)"
http://www.wikidata.org/entity/Q791573,Я ненавижу День святого Валентина,2009,романтическая комедия,Ниа Вардалос
http://www.wikidata.org/entity/Q17082319,Сомния,2016,фильм ужасов,Майк Флэнаган
http://www.wikidata.org/entity/Q3480889,Секс и философия,2005,фильм-драма,"Махмалбаф, Мохсен"
http://www.wikidata.org/entity/Q3824476,Дама с камелиями,1981,экранизация,Мауро Болоньини
http://www.wikidata.org/entity/Q3060692,Европа,2013,Найденная плёнка,Себастьян Кордеро
http://www.wikidata.org/entity/Q476941,Чёрный тюльпан,1964,приключенческий фильм,Кристиан-Жак
http://www.wikidata.org/entity/Q3235451,Семь смертных грехов,1952,комедийная драма,Клод Отан-Лара
http://www.wikidata.org/entity/Q257515,План 9 из открытого космоса,1995,научно-фантастический фильм,Эдвард Вуд
http://www.wikidata.org/entity/Q4120951,Маппеты 2,2014,кинокомедия,Джеймс Бобин
http://www.wikidata.org/entity/Q6435916,Кракатит,1948,научно-фантастический фильм,Отакар Вавра
http://www.wikidata.org/entity/Q1142181,Месть Розовой Пантеры,1978,кинокомедия,"Эдвардс, Блэйк"
http://www.wikidata.org/entity/Q631488,Белый шум 2: Сияние,2007,фильм ужасов,Патрик Люссье
http://www.wikidata.org/entity/Q1974702,Компаньон,1996,кинокомедия,Дональд Петри
http://www.wikidata.org/entity/Q44085,Частная школа,1983,романтическая комедия,Ноэль Блэк
http://www.wikidata.org/entity/Q1444134,Рождённый американцем,1986,боевик,Ренни Харлин
http://www.wikidata.org/entity/Q1127828,Койяанискаци,1982,Замедленная киносъёмка,"Реджио, Годфри"
http://www.wikidata.org/entity/Q630132,Влюблённые женщины,1969,Гомоэротизм в кинo,Кен Расселл
http://www.wikidata.org/entity/Q281853,Накойкаци,2002,документальный фильм,"Реджио, Годфри"
http://www.wikidata.org/entity/Q2935739,Хоть раз в жизни,2013,комедийная драма,Джон Карни
http://www.wikidata.org/entity/Q762140,Стальные магнолии,1989,комедийная драма,Герберт Росс
http://www.wikidata.org/entity/Q3549641,Новая жизнь,1993,фильм-драма,Оливье Ассаяс
http://www.wikidata.org/entity/Q776337,В старой Аризоне,1928,вестерн,"Уолш, Рауль"
http://www.wikidata.org/entity/Q1170179,Спасательная шлюпка,1944,военный фильм,Альфред Хичкок
http://www.wikidata.org/entity/Q1755502,Оставайся собой,1978,фильм-драма,"Латтуада, Альберто"
http://www.wikidata.org/entity/Q2484818,Трансильванцы на диком Западе,1981,кинокомедия,"Пица, Дан"
http://www.wikidata.org/entity/Q221462,Мальтийский сокол,1941,экранизация,"Хьюстон, Джон"
http://www.wikidata.org/entity/Q15711862,Голливудская история,1951,триллер,"Касл, Уильям"
http://www.wikidata.org/entity/Q1634780,Ночи и дни,1975,фильм-драма,Ежи Антчак
http://www.wikidata.org/entity/Q1193529,Преступный закон,1988,криминальный фильм,"Кэмпбелл, Мартин"
http://www.wikidata.org/entity/Q4410210,Сверхразумные: Люди с другой планеты,1986,научная фантастика,Питер Р. Хант
http://www.wikidata.org/entity/Q1193581,Друг моей подруги,1987,романтическая комедия,Эрик Ромер
http://www.wikidata.org/entity/Q5220932,Интернэшнл Вэльвет,1978,фильм-драма,"Форбс, Брайан"
http://www.wikidata.org/entity/Q1111228,Цвет ночи,1994,детективный фильм,"Раш, Ричард"
http://www.wikidata.org/entity/Q2424606,"Засну, когда умру",2003,фильм-драма,Майк Ходжес
http://www.wikidata.org/entity/Q1962764,С новым годом!,1973,фильм-ограбление,"Лелуш, Клод"
http://www.wikidata.org/entity/Q1171481,Поселенцы (фильм),1972,фильм-драма,"Труэль, Ян"
http://www.wikidata.org/entity/Q1081181,Ромео и Джульетта,1936,фильм о любви,"Кьюкор, Джордж"
http://www.wikidata.org/entity/Q1766420,Дверь в полу,2004,фильм-драма,Тодд Уильямс
http://www.wikidata.org/entity/Q1171194,Жёлтый платочек счастья,2008,фильм-драма,Юдайан Прасад
http://www.wikidata.org/entity/Q651460,Телохранитель Тесс,1994,кинокомедия,Хью Уилсон
http://www.wikidata.org/entity/Q543860,Страх над городом,1975,боевик,Анри Вернёй
http://www.wikidata.org/entity/Q2249071,Мандрагора,1965,кинокомедия,"Латтуада, Альберто"
http://www.wikidata.org/entity/Q1062044,Повернуть время вспять,2004,Гомоэротизм в кинo,Андре Тешине
http://www.wikidata.org/entity/Q502189,Космические ковбои,2000,научно-фантастический фильм,Клинт Иствуд
http://www.wikidata.org/entity/Q4179385,Женская интуиция,2004,мелодрама,"Байрак, Оксана Ивановна"
http://www.wikidata.org/entity/Q127011,В твоих руках,2004,фильм о заключённых,Аннетт К. Олесен
http://www.wikidata.org/entity/Q700830,Страх вратаря перед одиннадцатиметровым,1972,фильм-драма,Вим Вендерс
http://www.wikidata.org/entity/Q2071944,Скалистая гавань,2007,Гомоэротизм в кинo,Дэвид Льюис
http://www.wikidata.org/entity/Q1546727,Три комнаты на Манхэттене,1965,экранизация,Марсель Карне
http://www.wikidata.org/entity/Q12126034,Долгий путь к свободе,2014,фильм-биография,Джастин Чадвик
http://www.wikidata.org/entity/Q82352,Радио,2003,фильм-драма,Майкл Толлин
http://www.wikidata.org/entity/Q593877,Лолита,1997,фильм-драма,"Лайн, Эдриан"
http://www.wikidata.org/entity/Q614966,Время от времени,1995,фильм-драма,Лесли Линка Глаттер
http://www.wikidata.org/entity/Q270215,Контакт,1997,научно-фантастический фильм,Роберт Земекис
http://www.wikidata.org/entity/Q1857341,Рождественские каникулы,1944,фильм-драма,"Манкевич, Херман"
http://www.wikidata.org/entity/Q920908,Обвиняемая,1949,фильм-драма,Уильям Дитерле
http://www.wikidata.org/entity/Q261044,Американский пирог 4: Музыкальный лагерь,2005,кинокомедия,"Рэш, Стив"
http://www.wikidata.org/entity/Q18977471,Взорвать Гитлера,2015,фильм-драма,Оливер Хиршбигель
http://www.wikidata.org/entity/Q4316126,Недостойное поведение,1975,фильм о судебном процессе,Майкл Андерсон
http://www.wikidata.org/entity/Q917254,Игра без правил,2010,триллер,Даг Лайман
http://www.wikidata.org/entity/Q821692,Фирма,1993,экранизация,"Поллак, Сидни"
http://www.wikidata.org/entity/Q1914536,Майрик,1991,фильм-драма,Анри Вернёй
http://www.wikidata.org/entity/Q600674,Последнее известное место жительства,1970,криминальный фильм,"Джованни, Хосе"
http://www.wikidata.org/entity/Q758587,Вечерний прикид,1996,Гомоэротизм в кинo,Габриэль Агийон
http://www.wikidata.org/entity/Q4420282,Синий лёд,1992,триллер,"Малкэхи, Рассел"
http://www.wikidata.org/entity/Q2037202,Эрнесто,1978,история взросления,Сальваторе Сампери
http://www.wikidata.org/entity/Q541412,13 призраков,1960,фильм ужасов,"Касл, Уильям"
http://www.wikidata.org/entity/Q389911,Выводок,1979,фильм ужасов,Дэвид Кроненберг
http://www.wikidata.org/entity/Q4359870,Песочница Сатаны,2006,слэшер,Данте Томаселли
http://www.wikidata.org/entity/Q14497449,Винни Мандела,2011,фильм-биография,Даррелл Рудт
http://www.wikidata.org/entity/Q1045388,Ночной Дозор,2004,экранизация,Тимур Бекмамбетов
http://www.wikidata.org/entity/Q22344480,Коммивояжёр,2017,фильм-драма,"Фархади, Асгар"
http://www.wikidata.org/entity/Q1641359,Лорд дракон,1982,кинокомедия,Джеки Чан
http://www.wikidata.org/entity/Q2097490,Солнцестояние,2008,фильм ужасов,"Мирик, Дэниел"
http://www.wikidata.org/entity/Q1305117,Трудный ребёнок 2,1991,приключенческий фильм,Дэннис Дуган
http://www.wikidata.org/entity/Q171305,За спичками,1980,экранизация,Леонид Иович Гайдай
http://www.wikidata.org/entity/Q1579358,Капитуляция,1968,фильм-драма,"Кавалье, Ален"
http://www.wikidata.org/entity/Q395411,Агора,2009,историческая драма,Алехандро Аменабар
http://www.wikidata.org/entity/Q1196689,Мясник,1970,фильм-драма,Клод Шаброль
http://www.wikidata.org/entity/Q1886375,Хроники,2004,фильм-драма,Себастьян Кордеро
http://www.wikidata.org/entity/Q129085,Проклятие хозяина марионеток,1998,фильм ужасов,Дэвид Де Кото
http://www.wikidata.org/entity/Q4299860,Мой нежно любимый детектив,1986,кинокомедия,"Симонов, Алексей Кириллович"
http://www.wikidata.org/entity/Q596984,Суровое испытание,1996,фильм-драма,Николас Хайтнер
http://www.wikidata.org/entity/Q1533972,Годзилла против Мехагодзиллы-2,1993,фэнтезийный фильм,Такао Окавара
http://www.wikidata.org/entity/Q1888529,"Возмездие (фильм, 1967)",1967,военный фильм,"Столпер, Александр Борисович"
http://www.wikidata.org/entity/Q1305029,Деревенская девушка,1954,фильм-драма,Джордж Ситон
http://www.wikidata.org/entity/Q2995658,"Континенталь — фильм, в котором нет ружья",2007,комедийная драма,"Лафлёр, Стефан"
http://www.wikidata.org/entity/Q727846,Золотой век,2007,фильм-драма,Шекхар Капур
http://www.wikidata.org/entity/Q847940,Бобёр,2011,фильм-драма,Джоди Фостер
http://www.wikidata.org/entity/Q503046,Андрей Рублёв,1971,артхаус,Андрей Арсеньевич Тарковский
http://www.wikidata.org/entity/Q271281,Империя солнца,1987,военный фильм,Стивен Спилберг
http://www.wikidata.org/entity/Q4462144,Транссибирский экспресс,1977,боевик,"Уразбаев, Эльдор Магоматович"
http://www.wikidata.org/entity/Q599885,Сержант Ратледж,1960,вестерн,"Форд, Джон"
http://www.wikidata.org/entity/Q7712287,Акт убийства,2012,документальный фильм,"Оппенхаймер, Джошуа"
http://www.wikidata.org/entity/Q3201642,Морской ястреб,1924,фильм плаща и шпаги,"Ллойд, Фрэнк"
http://www.wikidata.org/entity/Q3795747,Сорняки (фильм),1987,фильм-драма,Джон Д. Хэнкок
http://www.wikidata.org/entity/Q3020469,Финишная прямая,2011,фильм-драма,Режис Варнье
http://www.wikidata.org/entity/Q484871,Луна-понтиак,1994,приключенческий фильм,Питер Медак
http://www.wikidata.org/entity/Q2368529,Мама,1976,музыкальный фильм,Элизабета Бостан
http://www.wikidata.org/entity/Q2062989,Альпы,2012,фильм-драма,Йоргос Лантимос
http://www.wikidata.org/entity/Q2194425,Серебряная река,1948,вестерн,"Уолш, Рауль"
http://www.wikidata.org/entity/Q1140216,Пиранья,1978,фильм ужасов,"Данте, Джо"
http://www.wikidata.org/entity/Q4301270,Момент убийства,1984,боевик,Фрэнк Харрис
http://www.wikidata.org/entity/Q4070302,Артистка,2007,кинокомедия,Станислав Сергеевич Говорухин
http://www.wikidata.org/entity/Q3067606,Обход Мика,2011,вестерн,Келли Райхардт
http://www.wikidata.org/entity/Q559907,Комната Марвина,1996,фильм-драма,Джерри Цакс
http://www.wikidata.org/entity/Q1369579,Суицидальная песня,2007,фильм ужасов,Масато Харада
http://www.wikidata.org/entity/Q15981173,Винкс Клуб:Тайна Моской Бездны,2014,фэнтезийный фильм,"Страффи, Иджинио"
http://www.wikidata.org/entity/Q1581723,Парад любви,1929,кинокомедия,Эрнст Любич
http://www.wikidata.org/entity/Q2656720,Короткий отпуск,1973,мелодрама,Витторио Де Сика
http://www.wikidata.org/entity/Q73803,Ржавчина и кость,2012,экранизация,"Одиар, Жак"
http://www.wikidata.org/entity/Q239756,Земляничная поляна,1957,фильм-драма,Ингмар Бергман
http://www.wikidata.org/entity/Q7993196,Где живёт опасность,1950,нуар,"Фэрроу, Джон"
http://www.wikidata.org/entity/Q819109,Законы привлекательности,2004,романтическая комедия,Питер Хауит
http://www.wikidata.org/entity/Q18278141,Срочно требуется песня,1967,документальный фильм,"Чаплин, Станислав Викторович"
http://www.wikidata.org/entity/Q1195685,Человек с бульвара Капуцинов,1987,кинокомедия,"Сурикова, Алла Ильинична"
http://www.wikidata.org/entity/Q1423563,Как боссу утёрли нос,1997,комедийная драма,Азиз Мирза
http://www.wikidata.org/entity/Q3203606,"Спи, моя любовь",1948,криминальный фильм,"Сирк, Дуглас"
http://www.wikidata.org/entity/Q273686,Потомки,2012,комедийная драма,"Пэйн, Александр"
http://www.wikidata.org/entity/Q284362,Как выйти замуж за миллионера,1953,романтическая комедия,"Негулеско, Жан"
http://www.wikidata.org/entity/Q947737,Легенда Зорро,2005,супергеройский фильм,"Кэмпбелл, Мартин"
http://www.wikidata.org/entity/Q4160338,Джипси 83,2001,бадди-муви,"Стефенс, Тодд"
http://www.wikidata.org/entity/Q3651125,Эйприл,1961,фильм-драма,"Иоселиани, Отар Давидович"
http://www.wikidata.org/entity/Q1199648,Сады камней (фильм),1987,фильм-драма,Фрэнсис Форд Коппола
http://www.wikidata.org/entity/Q282276,Дочь Дракулы,1936,фильм о вампирах,Ламберт Хилльер
http://www.wikidata.org/entity/Q2005252,Страсть к вампиру,1971,эротический фильм,Джимми Сэнгстер
http://www.wikidata.org/entity/Q656118,"Южный парк: больше, длиннее и без купюр",2000,музыкальный фильм,Трей Паркер
http://www.wikidata.org/entity/Q1029529,Развлечение,2008,фильм ужасов,Джон Симпсон
http://www.wikidata.org/entity/Q165394,Боулинг для Колумбины,2002,документальный фильм,"Мур, Майкл"
http://www.wikidata.org/entity/Q608605,"Евгения Гранде (фильм, 1946)",1947,фильм-драма,"Сольдати, Марио"
http://www.wikidata.org/entity/Q2897051,Ла-Суфриер,1977,документальный фильм,Вернер Херцог
http://www.wikidata.org/entity/Q261759,Живая сталь,2011,боевик,Шон Леви
http://www.wikidata.org/entity/Q14551360,Мы — лучшие!,2015,история взросления,"Мудиссон, Лукас"
http://www.wikidata.org/entity/Q334169,Кожаное лицо: Техасская резня бензопилой 3,1990,фильм ужасов,Джефф Барр
http://www.wikidata.org/entity/Q1406083,Затворники Альтоны,1962,фильм-драма,Витторио Де Сика
http://www.wikidata.org/entity/Q1161636,Тот самый возраст,1938,музыкальный фильм,"Людвиг, Эдвард"
http://www.wikidata.org/entity/Q789477,Баллистика: Экс против Сивер,2002,боевик,Вич Каосаянанда
http://www.wikidata.org/entity/Q532372,Мисс Конгениальность,2000,кинокомедия,Дональд Петри
http://www.wikidata.org/entity/Q19799670,Счастливчик,1989,фильм-драма,"Мишаткин, Валентин Иванович"
http://www.wikidata.org/entity/Q4310959,На игре 2. Новый уровень,2010,триллер,Павел Владимирович Санаев
http://www.wikidata.org/entity/Q4074493,Бабочка,1977,кинокомедия,"Ненова, Нинель Тодоровна"
http://www.wikidata.org/entity/Q23755403,Новогодний корпоратив,2016,кинокомедия,Уилл Спек
http://www.wikidata.org/entity/Q1454815,"Пятница, 13-е",2009,фильм ужасов,"Ниспель, Маркус"
http://www.wikidata.org/entity/Q2719903,Волшебная флейта,2006,музыкальный фильм,Кеннет Брана
http://www.wikidata.org/entity/Q470330,Большая жратва,1973,комедийная драма,Марко Феррери
http://www.wikidata.org/entity/Q6546470,Молния бьёт дважды,1951,триллер,Кинг Видор
http://www.wikidata.org/entity/Q201209,Капитан Горацио Хорнблоуэр,1951,приключенческий фильм,"Уолш, Рауль"
http://www.wikidata.org/entity/Q4165406,Дом Солнца,2010,фильм-драма,"Сукачёв, Гарик"
http://www.wikidata.org/entity/Q1763191,Дилетант,1981,политический триллер,"Джэрротт, Чарльз"
http://www.wikidata.org/entity/Q585203,Высота «Гамбургер»,1987,боевик,"Ирвин, Джон"
http://www.wikidata.org/entity/Q313874,Чёрная орхидея,2006,криминальный фильм,Брайан Де Пальма
http://www.wikidata.org/entity/Q466443,"И в печали, и в радости",2001,фильм о любви,"Джохар, Каран"
http://www.wikidata.org/entity/Q4085930,Бесы,1992,фильм-драма,"Таланкин, Игорь Васильевич"
http://www.wikidata.org/entity/Q2366560,Ужас Тролленберга,1958,фильм ужасов,"Лоуренс, Квентин"
http://www.wikidata.org/entity/Q556933,Рождественская история,1983,кинокомедия,Боб Кларк
http://www.wikidata.org/entity/Q466329,Американский пирог 6: Переполох в общаге,2007,кинокомедия,Эндрю Уоллер
http://www.wikidata.org/entity/Q606392,Мошенничество,1982,кинокомедия,"Пуатье, Сидни"
http://www.wikidata.org/entity/Q2657432,Вин Чунь,1994,боевик,Юань Хэпин
http://www.wikidata.org/entity/Q980223,Дежурный папа,2003,кинокомедия,Стив Карр
http://www.wikidata.org/entity/Q546900,Суспирия,1977,фильм ужасов,Дарио Ардженто
http://www.wikidata.org/entity/Q5887360,Стражи Галактики,2014,боевик,"Ганн, Джеймс"
http://www.wikidata.org/entity/Q572440,Месье Верду,1947,кинокомедия,Чарли Чаплин
http://www.wikidata.org/entity/Q1761192,Раннее лето,1951,фильм-драма,Ясудзиро Одзу
http://www.wikidata.org/entity/Q1444768,Сын Годзиллы,1967,научно-фантастический фильм,Дзюн Фукуда
http://www.wikidata.org/entity/Q475286,Чудовище,1977,кинокомедия,"Зиди, Клод"
http://www.wikidata.org/entity/Q1963505,Мастер и Маргарита,1994,фэнтезийный фильм,"Кара, Юрий Викторович"
http://www.wikidata.org/entity/Q725423,Северная страна,2005,фильм-драма,"Каро, Ники"
http://www.wikidata.org/entity/Q3740051,Экран-убийца,1996,фильм ужасов,Аль Феста
http://www.wikidata.org/entity/Q176053,Беглецы,1986,бадди-муви,Франсис Вебер
http://www.wikidata.org/entity/Q1168246,Тайна двух океанов (фильм),1956,научно-фантастический фильм,Константин Пипинашвили
http://www.wikidata.org/entity/Q19089,Золотой глаз,1995,экшен-триллер,"Кэмпбелл, Мартин"
http://www.wikidata.org/entity/Q1444948,Тысяча и один рецепт влюблённого кулинара,1996,фильм-драма,Нана Джорджадзе
http://www.wikidata.org/entity/Q465910,Телефонная будка,2002,триллер,Джоэл Шумахер
http://www.wikidata.org/entity/Q717168,Слава отцу Фелунатху,1978,детектив,Сатьяджит Рай
http://www.wikidata.org/entity/Q1144080,"Боже мой, как низко я пала!",1974,кинокомедия,"Коменчини, Луиджи"
http://www.wikidata.org/entity/Q392924,Аэропорт 1975,1975,триллер,Джек Смайт
http://www.wikidata.org/entity/Q1089543,В котором мы служим,1942,фильм-драма,"Лин, Дэвид"
http://www.wikidata.org/entity/Q164331,Моби Дик 2010,2010,фильм-драма,Трей Стоукс
http://www.wikidata.org/entity/Q1193347,В постели с врагом,1991,экранизация,Джозеф Рубин
http://www.wikidata.org/entity/Q2213212,Сезон чемпионата (фильм),1982,фильм-драма,Джейсон Миллер
http://www.wikidata.org/entity/Q12126557,Ночные движения,2014,фильм-драма,Келли Райхардт
http://www.wikidata.org/entity/Q819196,Смертельная битва,1995,фэнтезийный фильм,Пол Уильям Скотт Андерсон
http://www.wikidata.org/entity/Q637820,Любовь,2012,фильм-драма,"Ханеке, Михаэль"
http://www.wikidata.org/entity/Q203388,187,1997,фильм-драма,Кевин Рейнольдс
http://www.wikidata.org/entity/Q625780,Красные башмачки,1948,музыкальный фильм,"Прессбургер, Эмерих"
http://www.wikidata.org/entity/Q4694843,Перевал Номуги,1979,экранизация,Сацуо Ямамото
http://www.wikidata.org/entity/Q513411,Водительские права,1988,кинокомедия,Грег Биман
http://www.wikidata.org/entity/Q4151060,Грядущему веку,1985,драма,"Хамраев, Искандер Абдурахманович"
http://www.wikidata.org/entity/Q783014,Так внезапно,2002,комедийная драма,"Лерман, Диего"
http://www.wikidata.org/entity/Q860734,"Жизнь, как она есть",2010,комедийная драма,"Берланти, Грег"
http://www.wikidata.org/entity/Q1475469,Полицейская академия 6: Город в осаде,1989,кинокомедия,Питер Бонерз
http://www.wikidata.org/entity/Q332497,Абсолютная власть,1997,политический триллер,Клинт Иствуд
http://www.wikidata.org/entity/Q171582,11:14,2003,триллер,Грег Маркс
http://www.wikidata.org/entity/Q1311363,Влюблённый король,1993,фильм-драма,Ракеш Рошан
http://www.wikidata.org/entity/Q3224718,Импи – суперстар!,2008,кинокомедия,Райнхард Клоосс
http://www.wikidata.org/entity/Q1444725,Франкенштейн против Барагона,1965,научно-фантастический фильм,"Хонда, Исиро"
http://www.wikidata.org/entity/Q2599276,Чингиз-хан. На край земли и моря,2007,фильм-биография,"Саваи, Синъитиро"
http://www.wikidata.org/entity/Q976777,В зимней спячке,1997,фильм-драма,Том Тыквер
http://www.wikidata.org/entity/Q2597292,Балибо,2009,фильм-драма,Роберт Коннолли
http://www.wikidata.org/entity/Q4166758,Дорога на,2011,кинокомедия,"Игуменцева, Таисия Юрьевна"
http://www.wikidata.org/entity/Q4254026,Новый Человек-паук. Высокое напряжение,2014,триллер,Марк Уэбб
http://www.wikidata.org/entity/Q18692630,Трамбо,2016,биография,Джей Роуч
http://www.wikidata.org/entity/Q814288,Встречи на краю света,2007,документальный фильм,Вернер Херцог
http://www.wikidata.org/entity/Q245920,"Люблю тебя, люблю",1968,научно-фантастический фильм,"Рене, Ален"
http://www.wikidata.org/entity/Q1774998,Момент безрассудства,1950,экранизация,Макс Офюльс
http://www.wikidata.org/entity/Q4378855,"Принцесса с Луны (фильм, 1987)",1987,фэнтезийный фильм,Кон Итикава
http://www.wikidata.org/entity/Q205532,Человек-волк,2010,фильм ужасов,"Джонстон, Джо"
http://www.wikidata.org/entity/Q3060284,Юджени,1974,фильм-драма,Хесус Франко
